Geneid	SRR1554536(Adult 1)	SRR2071347(Adult 1)	SRR1554539(Adult 2)	SRR2071350(Adult 2)	SRR15545534(Adult 3)	SRR2071345(Adult 3)	SRR1554537(Fetus 1)	SRR2071348(Fetus 1)	SRR1554566(Fetus 2)	SRR2071377(Fetus 2)	SRR1554567(Fetus 3)	SRR2071378(Fetus 3)
NM_000299	0	0	0	0	0	0	0	0	0	0	0	0
NM_001276351	0	0	0	0	0	0	0	0	0	0	0	0
NM_001276352	0	0	0	0	0	0	0	0	0	0	0	0
NM_001005337	0	0	0	0	0	0	0	0	0	0	0	0
NR_075077	0	0	0	0	0	0	0	0	0	0	0	0
NM_001281956	1	1	28	31	12	13	287	567	76	80	135	152
NM_001042681	0	0	0	0	0	0	0	0	0	0	0	0
NR_038261	0	0	1	1	0	0	2	4	0	1	0	0
NM_001042682	2	5	4	4	4	6	10	21	6	7	12	14
NM_052896	0	0	0	0	0	0	2	2	2	2	0	0
NM_012102	1	1	3	3	0	0	10	14	11	11	14	15
NM_001319683	0	0	0	0	0	0	0	0	0	0	0	0
NM_001320285	0	0	0	0	0	0	2	2	0	0	0	0
NM_001130058	0	0	0	0	0	0	0	0	0	0	0	0
NM_024686	0	0	0	0	0	0	0	0	0	0	0	0
NM_001320287	0	0	0	0	0	0	0	0	0	0	0	0
NR_135089	0	0	0	0	0	0	0	0	0	0	0	0
NM_152697	0	0	0	0	0	0	0	0	0	0	0	0
NM_001320283	2	2	1	1	3	4	93	217	12	13	36	40
NM_053274	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350214	0	0	0	0	0	0	2	2	0	0	0	0
NM_006699	1141	1585	7093	7470	2514	2708	8044	14967	6077	6384	9641	10082
NM_001350215	0	0	0	0	0	0	0	0	0	0	0	0
NM_001001740	0	0	0	0	0	0	0	0	0	0	0	0
NR_126003	8	8	7	7	0	0	2	6	3	3	5	8
NM_001146191	0	0	0	0	0	0	0	0	0	0	0	0
NM_003568	197	279	213	229	304	325	544	1012	878	935	1251	1320
NM_030806	2260	3198	12107	12822	7207	7628	10907	19792	7939	8391	14743	15529
NM_024569	0	0	0	0	0	0	0	0	0	0	0	0
NM_001286644	0	0	0	0	0	0	0	0	0	0	0	0
NM_022457	0	0	0	0	0	0	0	3	0	0	1	2
NM_003953	7	6	11	8	3	2	28	43	22	21	19	19
NR_134509	0	0	0	0	0	0	0	0	0	0	0	0
NR_134510	0	0	1	2	0	0	0	0	0	0	0	0
NM_005525	0	0	0	0	1	1	0	0	0	0	0	0
NM_001350251	2	3	0	2	1	1	1	9	1	6	1	5
NM_001350249	0	0	0	0	0	0	0	1	0	0	0	0
NM_001350248	0	0	0	0	0	0	0	0	0	0	0	0
NM_001206741	0	0	0	0	0	0	0	0	0	0	0	0
NM_006642	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350246	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350247	0	0	0	0	0	0	0	0	0	0	0	0
NM_181755	0	0	0	0	0	0	0	0	0	0	0	0
NM_001242874	0	0	0	0	0	0	0	0	0	0	0	0
NM_001364727	8	14	281	302	218	241	553	1149	422	454	365	419
NM_002744	0	1	9	10	4	4	8	14	6	5	0	0
NM_001349612	0	0	0	0	0	0	0	0	0	0	0	0
NM_022114	0	0	0	1	3	3	7	13	10	11	4	6
NM_001350806	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349609	0	0	0	0	0	0	0	0	0	0	0	0
NM_181864	2	3	58	65	68	70	0	1	3	4	6	7
NM_001305275	25	37	51	62	46	57	227	494	112	142	156	188
NM_001349610	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349608	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350805	0	0	0	0	0	0	0	0	0	0	0	0
NM_199454	0	0	0	0	0	0	0	0	0	0	0	0
NR_146911	0	0	0	0	0	0	0	0	0	0	0	0
NM_015215	0	0	0	0	0	0	0	0	0	0	0	0
NM_007274	5	8	175	193	69	84	266	492	66	71	181	199
NM_001350804	0	0	2	3	1	1	4	10	1	1	5	4
NM_001350803	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033581	0	0	0	0	0	0	0	0	0	0	0	0
NM_181865	0	0	0	0	0	0	0	0	0	0	0	0
NM_181866	0	1	5	6	3	4	2	4	0	0	3	3
NM_198576	0	0	0	0	0	0	0	0	0	0	0	0
NM_004753	100	153	53	68	105	123	63	124	83	94	78	92
NM_020780	363	576	706	790	886	991	25500	48103	18431	20373	10689	11822
NM_001319225	2	3	3	3	0	0	5	8	6	7	0	0
NM_015164	15070	22465	14306	15570	19584	21074	9015	16532	9508	10253	9059	9972
NM_001324370	4	5	0	0	0	0	0	0	0	0	0	0
NM_015209	0	0	0	0	0	0	0	0	0	0	0	0
NM_004565	486	735	1895	2071	2673	2926	1775	3342	2107	2303	2157	2363
NM_001370230	0	0	0	0	0	0	0	0	0	0	0	0
NM_201628	44	69	137	153	193	209	1323	2477	4032	4339	936	1012
NM_001319218	4	4	0	0	1	1	2	3	3	3	3	3
NM_001198801	0	0	0	0	2	2	6	10	12	13	9	9
NM_015013	0	0	0	0	0	0	0	0	0	0	0	0
NM_014589	0	0	0	0	0	0	0	0	0	0	1	1
NM_001198802	0	0	6	5	0	0	7	11	0	1	1	7
NM_001009999	0	0	2	2	0	0	27	46	9	10	23	23
NM_001161504	1	3	1	2	0	0	0	0	0	0	2	2
NM_001198803	0	0	5	7	7	8	10	13	17	18	18	19
NM_003748	0	0	0	0	0	0	0	0	0	0	0	0
NM_003760	0	0	0	0	0	0	0	0	0	0	0	0
NM_030812	0	0	11	11	6	6	12	20	0	0	9	10
NM_001363654	0	0	0	0	0	0	6	6	1	1	2	2
NM_170726	0	0	0	0	0	0	0	0	0	0	0	0
NM_015023	0	0	0	0	0	0	0	0	0	0	0	0
NM_001276252	0	0	0	0	0	0	0	0	0	0	0	0
NR_132401	0	0	0	0	0	0	0	0	0	0	0	0
NR_132402	0	0	0	0	0	0	0	0	0	0	0	0
NR_132403	0	0	0	0	0	0	0	0	0	0	0	0
NR_132404	0	0	0	0	0	0	0	0	0	0	0	0
NR_132405	0	0	0	0	0	0	0	0	0	0	0	0
NR_132406	0	0	0	0	0	0	0	0	0	0	0	0
NR_132407	0	0	0	0	0	0	0	0	0	0	0	0
NR_132408	0	0	0	0	0	0	0	0	0	0	0	0
NR_132409	0	0	0	0	0	0	0	0	0	0	0	0
NR_132410	0	0	0	0	0	0	0	0	0	0	0	0
NR_132412	0	0	0	0	0	0	0	0	0	0	0	0
NR_132413	0	0	0	0	0	0	0	0	0	0	0	0
NR_132414	0	0	0	0	0	0	0	0	0	0	0	0
NR_132415	0	0	5	6	2	2	32	58	35	36	29	30
NM_017646	2	4	67	74	24	25	101	170	44	49	92	94
NM_001312692	0	0	0	0	0	0	0	0	0	0	0	0
NM_001312691	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099439	243	340	1720	1926	1975	2153	1611	2970	999	1090	1669	1808
NR_125987	0	1	1	1	0	0	10	12	10	12	3	3
NM_032785	0	0	0	0	0	0	0	0	0	0	0	0
NM_020883	239	360	736	802	640	696	6850	12838	6639	7004	6906	7315
NR_136623	0	0	0	0	1	1	0	0	0	0	0	0
NM_001328648	0	0	0	0	0	0	0	0	0	0	2	2
NM_001011547	0	0	0	0	0	0	0	0	0	0	0	0
NM_001135181	1	1	1	2	1	1	0	0	2	3	0	0
NM_001323573	0	0	0	0	0	0	0	0	0	0	0	0
NM_001323574	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303427	0	0	0	0	0	0	0	0	0	0	0	0
NM_001323575	0	0	0	0	0	0	0	0	0	0	0	0
NM_005764	8	8	2	2	7	7	0	0	6	6	0	0
NM_015269	0	0	0	0	0	0	0	0	0	0	0	0
NM_001353980	0	0	0	0	0	0	5	10	2	2	6	7
NM_001981	235	324	325	338	287	295	273	526	580	615	272	292
NM_001159969	19	26	400	419	36	41	142	241	72	76	284	304
NM_001009881	0	0	0	0	1	1	1	5	8	8	6	7
NM_021080	0	0	0	0	0	0	0	0	0	0	0	0
NR_110628	75	105	16	19	30	31	487	966	2265	2529	977	1120
NM_001321854	0	0	0	0	0	0	0	0	0	0	0	0
NM_001321853	0	0	0	0	0	0	0	0	0	0	0	0
NM_001083592	3	4	3	3	2	2	13	20	24	25	6	6
NM_001037340	35	54	77	79	15	15	450	819	510	520	326	337
NM_002600	0	0	15	15	13	14	1	1	0	0	2	2
NM_005012	39	71	58	62	34	37	279	505	566	592	311	331
NM_001037341	0	0	0	0	0	0	0	0	0	0	0	0
NM_176877	0	0	0	0	0	0	0	0	0	0	0	0
NM_001321852	0	0	0	0	0	0	0	0	0	0	0	0
NM_001297441	0	0	0	0	0	0	0	0	0	0	0	0
NM_001297440	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350145	1	1	0	0	0	0	10	24	12	11	14	14
NR_040077	35	46	40	45	13	13	70	107	55	60	51	52
NM_001199327	6	7	6	7	0	0	5	7	2	2	3	3
NM_001112808	0	0	0	0	0	0	0	0	0	0	0	0
NM_015978	0	0	0	0	1	1	0	0	0	0	0	0
NM_001193334	0	0	0	0	0	0	0	0	0	0	0	0
NM_001002292	19	22	7	7	0	0	5	12	7	7	7	7
NM_024911	0	0	0	0	0	0	1	1	0	0	1	0
NM_001366004	0	0	14	17	1	2	4	6	0	0	4	5
NM_001366003	0	0	1	2	1	1	0	0	0	0	1	1
NM_001160011	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349111	0	0	0	0	0	0	0	0	0	0	0	0
NM_015534	59	84	467	495	180	187	1593	2920	1679	1749	1574	1634
NM_001349105	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349109	5	9	20	21	8	12	46	96	161	178	125	130
NM_001297704	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349108	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366008	0	0	0	0	0	0	0	0	0	0	0	0
NM_006820	755	1001	1065	1114	389	412	509	993	521	555	1288	1362
NM_152996	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349107	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349106	0	0	0	0	2	2	0	0	2	2	3	3
NM_001349110	0	0	0	0	0	0	0	0	0	0	0	0
NM_001308237	2	4	14	20	9	14	82	194	30	39	30	55
NR_146056	0	0	1	1	0	0	0	0	4	4	0	0
NR_146343	0	0	0	0	0	0	0	0	0	0	0	0
NR_146344	0	0	2	2	0	0	0	0	0	0	0	0
NR_146345	0	1	2	2	0	0	0	0	0	0	0	0
NM_001349955	0	0	0	0	0	0	0	0	0	0	0	0
NM_001330647	0	0	0	0	0	0	0	0	0	0	0	0
NR_146340	0	0	0	0	1	1	0	0	0	0	0	0
NM_012262	982	1339	3308	3492	1230	1306	3641	6807	4503	4729	5568	5822
NM_001134492	5	8	5	5	9	9	1	22	35	36	23	28
NM_153259	0	0	0	0	0	0	0	0	0	0	0	0
NM_152890	0	0	0	0	0	0	0	0	0	0	0	0
NR_146341	0	0	0	0	0	0	0	0	0	0	0	0
NR_146342	0	0	0	0	0	0	0	1	0	0	1	1
NR_034089	172	268	553	628	371	406	981	1892	1125	1225	946	1023
NR_031666	0	0	0	1	0	0	3	9	1	2	2	3
NM_000110	173	223	252	277	126	141	389	717	132	143	648	683
NR_126382	13	20	6	7	7	7	8	14	9	9	25	26
NR_157569	0	0	0	0	2	2	7	11	4	7	20	23
NM_006090	0	0	0	0	0	0	0	0	0	0	0	0
NR_138483	0	0	3	3	1	1	15	32	13	15	11	13
NM_000701	3	12	463	614	364	482	123	283	71	70	71	84
NM_001330743	0	0	1	1	0	0	21	31	2	2	4	4
NR_138484	0	0	0	0	0	0	0	0	0	0	0	0
NR_138485	0	0	0	0	0	0	0	0	0	0	0	0
NM_001160233	1	4	3	3	6	6	10	15	7	10	13	17
NM_001160234	0	0	8	8	0	0	7	11	2	2	5	5
NM_001007794	0	0	4	4	0	0	18	30	5	5	13	14
NR_144516	8	14	94	158	78	114	246	704	99	183	203	335
NR_144517	6	9	11	14	4	6	42	81	47	54	50	52
NR_104189	0	0	0	4	0	0	15	32	5	6	12	16
NR_103556	69	116	367	535	316	391	1601	3648	796	1069	1539	1855
NM_001198834	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350522	2	5	18	19	6	6	15	32	10	12	26	26
NM_014455	802	1201	5080	5493	2715	2991	6436	12601	6437	7009	10740	11616
NM_001198832	0	0	0	0	0	0	0	0	0	0	0	0
NM_001002812	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350521	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350523	0	0	0	0	0	0	0	0	0	0	0	0
NM_014644	0	0	0	0	0	0	0	0	0	0	0	0
NM_022359	3	3	10	13	6	8	3	14	0	0	8	8
NM_020205	998	1466	1678	1798	1951	2082	1637	2944	2069	2204	2008	2143
NM_001002810	0	0	0	0	0	0	0	0	0	0	0	0
NM_001195261	0	0	0	0	0	0	0	0	0	0	0	0
NM_001195260	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204286	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204285	0	0	0	0	0	0	0	0	0	0	0	0
NM_001199664	0	0	0	0	0	0	0	0	0	0	0	0
NM_001371720	0	0	3	7	8	35	0	12	1	4	3	5
NM_001204294	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204293	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204297	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204295	0	0	0	0	0	0	0	0	0	0	0	0
NM_207308	0	0	2	5	4	5	9	28	4	4	10	13
NM_007221	0	0	0	0	0	0	0	0	0	0	0	0
NM_001199661	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204290	0	0	0	0	0	0	0	0	0	0	0	0
NM_002456	0	0	0	0	0	0	0	0	0	0	0	0
NM_001199654	4	5	3	3	4	6	14	23	22	24	15	20
NM_001199653	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204287	0	0	0	0	0	0	0	0	0	0	0	0
NM_001044393	0	0	0	0	0	0	0	0	0	0	0	0
NM_001044392	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204289	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204296	0	0	0	0	0	0	0	0	0	0	0	0
NM_001044391	0	0	0	0	0	0	0	0	0	0	0	0
NM_001199662	0	0	0	0	0	0	0	0	0	0	0	0
NM_001199663	0	0	0	0	0	0	0	0	0	0	0	0
NM_001018017	0	0	0	0	0	0	0	0	0	0	0	0
NM_001018016	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204292	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204291	0	0	0	0	0	0	0	0	0	0	0	0
NM_001159484	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204288	0	0	0	0	0	0	0	0	0	0	0	0
NM_001044390	0	0	0	0	0	0	0	0	0	0	0	0
NM_002585	4	5	29	30	21	26	200	407	122	128	203	217
NM_001353131	39	47	98	102	66	68	565	1029	704	756	969	1001
NM_001353130	0	0	0	0	0	0	0	0	0	0	0	0
NM_144624	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204963	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204961	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184763	0	0	0	0	2	2	0	0	0	0	0	0
NM_001365774	0	0	0	0	0	0	2	6	7	7	3	3
NM_000696	0	0	0	0	1	1	4	8	0	0	2	3
NM_175866	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350204	0	0	0	0	0	0	0	0	0	0	0	0
NM_022093	4	6	26	26	16	19	22	36	203	206	115	119
NM_020423	38	54	143	149	58	67	331	579	310	329	462	485
NM_001136127	0	0	0	0	0	0	0	0	0	0	0	0
NM_015569	0	0	0	0	0	0	0	4	0	0	0	0
NM_001350205	0	0	0	0	0	0	0	0	0	0	0	0
NM_181093	4	5	15	15	5	7	45	100	74	79	51	56
NM_001350206	5	10	4	5	2	2	2	5	1	1	4	4
NM_001278252	0	0	0	0	0	0	0	0	0	0	0	0
NR_146559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350222	0	0	0	0	0	0	0	2	0	0	0	0
NM_001350219	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366934	0	0	0	0	0	0	0	0	0	0	0	0
NM_201568	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350220	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350221	0	0	0	0	0	0	0	0	0	0	0	0
NM_032360	213	322	1098	1160	1050	1114	3323	6319	6337	6742	4709	4904
NM_173156	0	0	0	0	0	0	0	0	0	0	0	0
NM_170692	11	16	113	125	82	96	244	463	140	146	91	106
NM_003101	0	0	0	0	0	0	0	0	0	0	0	0
NM_001174061	0	0	0	0	0	0	0	0	0	0	0	0
NM_001137669	0	0	0	0	0	0	0	0	0	0	0	0
NM_001252511	0	0	0	0	0	0	0	0	0	0	0	0
NM_001252512	0	0	0	0	0	0	0	0	0	0	0	0
NM_001331007	0	0	0	0	0	0	0	0	0	0	0	0
NM_021165	1927	2814	6316	6814	5621	6087	974	1781	6572	7108	5591	6008
NR_045530	0	0	0	0	0	0	0	0	1	1	1	1
NM_201569	0	0	0	0	0	0	0	0	0	0	0	0
NR_110793	0	0	0	0	0	0	0	0	0	0	0	0
NR_146895	0	0	0	0	0	0	2	4	0	0	11	12
NR_147896	0	0	0	0	0	0	0	2	0	0	0	0
NM_001206846	0	0	0	0	0	0	0	0	2	2	0	0
NM_018136	0	2	45	50	13	14	2067	3745	3637	3806	1615	1688
NM_133494	2299	3223	2092	2218	954	1086	910	1586	1469	1512	1193	1238
NM_000573	0	0	0	0	0	0	0	0	0	0	0	0
NM_001167857	0	0	0	0	0	0	0	0	0	0	0	0
NM_002596	0	0	1	1	0	0	0	0	0	0	1	1
NM_001167858	0	0	0	0	0	0	0	0	0	0	0	0
NM_182665	3	3	52	61	61	68	4	13	14	15	9	12
NM_182664	0	0	0	0	0	0	0	0	0	0	0	0
NM_002646	567	842	2586	2779	2662	2895	12836	23976	12644	13687	11623	12634
NM_002481	0	0	0	0	0	0	0	0	0	0	0	0
NM_182663	0	0	0	0	0	0	0	0	0	0	0	0
NM_212502	0	0	0	0	0	0	0	0	0	0	0	0
NM_212503	0	0	1	3	1	1	0	0	0	0	0	0
NM_000651	0	0	0	0	0	0	1	1	0	0	0	1
NM_001331029	4	4	4	5	1	1	17	27	4	5	4	5
NM_001243509	0	0	0	0	0	0	0	0	0	0	0	0
NR_037850	19	47	62	66	95	102	11	27	8	11	28	32
NM_014053	190	277	1076	1137	510	548	3647	6718	4047	4349	4941	5243
NM_172362	0	0	0	0	0	0	0	0	0	0	0	0
NM_001243507	0	0	0	0	0	0	0	0	0	0	0	0
NM_001243506	0	0	0	0	0	0	0	0	0	0	0	0
NM_001134285	0	0	1	2	0	0	0	0	0	0	1	1
NM_206594	0	0	1	1	0	0	0	0	0	0	0	0
NM_206595	0	0	0	0	0	0	0	0	0	0	0	0
NM_001320808	0	0	17	25	8	19	5	9	1	1	2	2
NM_002238	0	0	0	0	0	0	0	0	0	0	0	0
NM_001243505	0	0	1	0	5	5	5	8	0	0	7	7
NM_001350125	0	0	2	4	6	6	4	6	0	0	1	1
NM_001350124	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350123	2	2	0	0	0	0	0	0	0	0	0	0
NM_001350122	0	0	1	1	3	3	10	17	0	0	6	8
NM_001243510	0	0	0	0	0	0	0	0	0	0	0	0
NM_014873	0	0	30	42	22	24	11	24	0	0	0	0
NM_001243511	0	0	0	0	0	0	0	0	0	0	0	0
NM_206933	5	14	34	34	22	27	30	47	42	44	64	64
NM_001037175	4	5	24	28	7	7	6	9	5	5	25	25
NR_038845	31	45	24	27	29	35	7	14	18	24	14	15
NM_012414	727	1028	5496	5807	2089	2238	6973	12616	7825	8243	7445	7807
NM_025160	0	3	1	1	0	0	0	0	4	4	0	1
NM_017982	332	475	2910	3111	2538	2731	346	673	1427	1524	1296	1381
NM_001115113	4	7	27	46	36	53	34	82	40	44	43	55
NM_001314021	0	0	0	0	0	0	0	0	0	0	0	0
NR_028400	0	0	0	0	0	0	0	0	0	0	0	0
NR_028394	0	0	0	0	0	0	0	0	0	0	0	0
NR_028395	0	0	0	0	0	0	0	0	0	0	0	0
NR_028396	0	0	0	0	0	0	0	0	0	0	0	0
NR_028397	0	0	0	0	0	0	0	0	0	0	0	0
NR_028398	0	0	0	0	0	0	0	0	0	0	0	0
NR_028393	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164540	0	0	0	0	0	0	0	0	0	0	0	0
NM_018662	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164551	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164549	0	0	0	0	0	0	0	0	0	0	1	1
NM_001164539	0	0	0	0	2	2	0	0	0	0	2	2
NM_001012959	4	4	0	0	0	0	0	0	0	0	0	0
NM_001164542	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164546	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164548	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012957	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164537	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164547	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164541	0	0	0	0	0	0	0	0	0	0	0	0
NM_007357	0	0	0	0	0	0	0	0	0	0	0	0
NM_001145036	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164556	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164555	0	0	0	0	0	0	0	0	0	0	0	0
NM_014777	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164538	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164545	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164544	0	0	0	0	0	0	0	0	0	0	0	0
NM_001348094	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282773	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350116	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350113	0	0	0	0	0	0	0	0	0	0	0	0
NM_001305424	0	0	0	0	0	0	0	0	1	1	0	0
NM_001282775	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350115	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350114	0	0	0	0	0	0	0	0	0	0	0	0
NM_002924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001364886	0	0	0	0	0	0	0	0	0	0	0	0
NM_001195812	0	0	0	0	0	0	0	0	0	0	0	0
NM_001320272	0	0	0	0	0	0	0	0	0	0	0	0
NM_020066	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282778	0	0	0	0	0	0	0	0	0	0	0	0
NM_001195811	0	0	1	1	0	0	0	0	0	0	0	0
NM_001372062	0	0	3	3	2	3	0	0	0	0	0	0
NM_018012	14	35	33	72	17	38	1313	4984	118	232	233	540
NM_001167740	19	29	80	83	102	118	156	301	162	188	146	155
NM_022743	0	0	0	0	0	0	0	0	0	0	1	1
NR_026874	0	0	0	0	2	2	5	13	6	6	4	4
NR_122045	0	0	0	0	0	0	0	0	0	0	0	0
NM_001346116	0	0	0	0	0	0	1	2	0	0	2	2
NR_144369	0	0	0	0	0	0	0	0	0	0	0	0
NM_014188	1565	2225	5559	5961	5990	6612	4679	9034	4703	5173	6005	6509
NM_022834	94	139	195	205	221	239	145	243	141	149	122	133
NM_001313896	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282538	0	0	0	0	0	0	0	0	0	0	0	0
NR_132739	0	0	0	0	0	0	0	0	0	0	0	0
NM_153339	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282539	0	0	0	0	0	0	0	0	0	0	0	0
NM_001304360	36	72	487	535	401	445	4	8	76	86	43	46
NM_199121	0	0	0	0	0	0	0	0	0	0	0	0
NM_001130045	0	0	0	0	0	0	0	0	0	0	0	0
NM_001371649	0	0	0	0	0	0	0	0	0	0	0	0
NM_001313982	0	0	0	0	0	0	0	0	0	0	1	1
NR_132740	0	0	0	0	0	0	0	0	0	0	0	0
NM_024011	0	0	0	0	0	0	0	0	0	0	0	0
NM_002074	0	0	0	0	0	0	0	0	0	0	0	0
NM_033529	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303013	0	0	0	1	0	0	0	0	0	0	0	0
NM_001301060	4	6	20	22	7	9	27	50	16	16	10	11
NM_001242672	4	6	4	4	0	2	0	5	5	8	5	15
NM_014638	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303012	3	14	20	59	10	47	6	44	0	0	5	23
NM_024848	32	44	80	90	115	124	54	105	103	126	125	138
NM_033467	0	2	1	1	0	0	18	114	10	70	9	26
NM_001204184	0	0	0	0	0	0	0	0	0	0	0	0
NM_001409	125	203	536	592	470	528	4193	8080	6555	7396	3286	3654
NM_001204185	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204186	0	0	0	0	0	0	0	0	0	0	0	0
NM_005427	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204188	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204187	0	0	0	0	0	0	0	0	0	0	0	0
NM_001042478	2	2	12	13	1	1	13	19	12	12	15	17
NM_018836	481	666	6656	7124	3171	3456	1918	3552	503	537	6039	6425
NM_001291593	0	0	0	0	0	0	0	0	0	0	0	0
NM_172130	0	0	0	0	0	0	0	0	0	0	0	0
NM_015557	3478	5303	30867	33781	26742	29602	14215	26609	2468	2727	15423	17069
NM_001199861	1	3	66	72	72	78	19	32	5	5	16	19
NM_001291594	0	0	0	0	0	0	0	0	0	0	0	0
NM_003636	0	0	0	0	0	0	0	0	0	0	0	0
NM_015102	0	0	0	0	0	0	0	0	0	0	0	0
NR_111987	1	1	0	0	1	1	34	73	110	118	12	13
NR_146203	14	15	7	7	8	8	13	29	26	27	38	43
NR_038934	0	0	0	0	0	0	0	0	0	0	0	0
NM_024654	465	665	1843	1982	1600	1763	6537	12280	6348	6876	7054	7638
NM_001195563	0	0	0	0	0	0	0	0	0	0	0	0
NR_146204	0	0	0	0	0	0	0	0	0	0	0	0
NM_001242701	0	0	0	0	0	0	0	0	0	0	0	0
NM_018198	429	637	3012	3215	2884	3075	3760	7017	5686	6025	4684	5000
NM_001349627	0	0	0	1	4	4	1	1	0	0	3	2
NR_146202	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349621	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349624	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349622	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349617	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349616	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349613	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349614	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349615	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349619	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349618	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349623	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349620	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349626	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349625	0	0	0	0	0	0	0	0	0	0	0	0
NR_132742	63	83	221	241	174	201	20	47	58	64	49	62
NM_003039	0	0	0	0	0	0	0	0	0	0	0	0
NM_001135585	2	2	6	7	30	35	5	7	13	16	4	4
NM_001328619	0	0	0	0	0	0	0	0	0	0	0	1
NM_025106	183	256	415	462	453	499	433	773	685	732	379	411
NM_001328621	0	0	0	0	0	0	0	0	0	0	0	0
NM_001328620	0	0	0	0	0	0	0	0	0	0	0	0
NM_006048	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350235	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350234	0	0	7	9	9	9	10	28	4	4	7	7
